count,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
105,"G.H., Troccoli, Gonzalo Horacio; E.E., Aguilar, Eduardo E.; P.A., Martínez, Patricia Alejandra; M., Belleggia, Mauro","Troccoli, Gonzalo Horacio (57218567029); Aguilar, Eduardo E. (56819282400); Martínez, Patricia Alejandra (57197832893); Belleggia, Mauro (24176777500)",57218567029; 56819282400; 57197832893; 24176777500,"The diet of the Patagonian toothfish Dissostichus eleginoides, a deep-sea top predator off Southwest Atlantic Ocean",2020,Polar Biology,43,10,,1595,1604,0,24,10.1007/s00300-020-02730-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089596059&doi=10.1007%2Fs00300-020-02730-2&partnerID=40&md5=28f424018e256b778afd2bba299502a8,Article,Final,,Scopus,2-s2.0-85089596059
106,"O., Garcia-Garin, Odei; I., García-Cuevas, Iván; M., Drago, Massimiliano; D., Rita, Diego; M.L., Parga, María Luz; M., Gazo, Manel; L., Cardona, Luís","Garcia-Garin, Odei (57211207019); García-Cuevas, Iván (57217210610); Drago, Massimiliano (28367582700); Rita, Diego (57200146785); Parga, María Luz (14123705000); Gazo, Manel (6701466678); Cardona, Luís (7004487253)",57211207019; 57217210610; 28367582700; 57200146785; 14123705000; 6701466678; 7004487253,No evidence of microplastics in Antarctic fur seal scats from a hotspot of human activity in Western Antarctica,2020,Science of the Total Environment,737,,140210,,,0,46,10.1016/j.scitotenv.2020.140210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086769713&doi=10.1016%2Fj.scitotenv.2020.140210&partnerID=40&md5=908d82f016e018236292c184919f6521,Article,Final,,Scopus,2-s2.0-85086769713
107,"T., Contreras, Tabit; M.P., Olivar, M. Pilar; J.I., González-Gordillo, Juan Ignacio; P.A., Hulley, Percy Alexander","Contreras, Tabit (56411832800); Olivar, M. Pilar (6701404333); González-Gordillo, Juan Ignacio (6601966381); Hulley, Percy Alexander (6701566227)",56411832800; 6701404333; 6601966381; 6701566227,Feeding patterns of transforming and juvenile myctophids that migrate into neustonic layers,2020,Marine Ecology Progress Series,650,,,239,252,0,12,10.3354/meps13234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086918916&doi=10.3354%2Fmeps13234&partnerID=40&md5=278753e87e321034d44c32d984692766,Article,Final,,Scopus,2-s2.0-85086918916
108,"A., Bernal, Ainhoa; M.P., Olivar, M. Pilar; L.E., Beckley, Lynnath E.","Bernal, Ainhoa (54911204900); Olivar, M. Pilar (6701404333); Beckley, Lynnath E. (7004088439)",54911204900; 6701404333; 7004088439,Dietary composition of myctophid larvae off Western Australia,2020,Deep-Sea Research Part II: Topical Studies in Oceanography,179,,104841,,,0,7,10.1016/j.dsr2.2020.104841,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090067321&doi=10.1016%2Fj.dsr2.2020.104841&partnerID=40&md5=d2b91b438f6ad44a2977ba04464aea8f,Article,Final,,Scopus,2-s2.0-85090067321
109,"J., Seco, José; J.C., Xavier, José C.; P., Bustamante, Paco; J.P., Coelho, João Pedro; R.A., Saunders, Ryan Alexander; N., Ferreira, Nicole; S., Fielding, Sophie; M.Â., Pardal, Miguel Ângelo; G., Stowasser, Gabriele; T., Viana, Thainara","Seco, José (57194531827); Xavier, José C. (57545827600); Bustamante, Paco (7005942456); Coelho, João Pedro (35075745900); Saunders, Ryan Alexander (36723452800); Ferreira, Nicole (57216893222); Fielding, Sophie (57189229179); Pardal, Miguel Ângelo (16638925800); Stowasser, Gabriele (57203673125); Viana, Thainara (57205718210)",57194531827; 57545827600; 7005942456; 35075745900; 36723452800; 57216893222; 57189229179; 16638925800; 57203673125; 57205718210,Main drivers of mercury levels in Southern Ocean lantern fish Myctophidae,2020,Environmental Pollution,264,,114711,,,0,20,10.1016/j.envpol.2020.114711,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085189578&doi=10.1016%2Fj.envpol.2020.114711&partnerID=40&md5=fb85a4b067fb6d44114b6e9caccabb54,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85085189578
110,"A., Bernal, Ainhoa; R., Toresen, Reidar; R., Riera, Rodrigo","Bernal, Ainhoa (54911204900); Toresen, Reidar (6602849614); Riera, Rodrigo (7003416980)",54911204900; 6602849614; 7003416980,"Mesopelagic fish composition and diets of three myctophid species with potential incidence of microplastics, across the southern tropical gyre",2020,Deep-Sea Research Part II: Topical Studies in Oceanography,179,,104706,,,0,24,10.1016/j.dsr2.2019.104706,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076861426&doi=10.1016%2Fj.dsr2.2019.104706&partnerID=40&md5=49a7c75c8840308a0ef4528574ccaa7f,Article,Final,,Scopus,2-s2.0-85076861426
111,"S.E., Solleliet-Ferreira, Silvio E.; B.C., Macena, Bruno C.L.; B.J.L., Laglbauer, Betty J.L.; A.F.L., Sobral, Ana F.L.; P.A., Afonso, Pedro A.; J.M.R., Fontes, Jorge Miguel Rodrigues","Solleliet-Ferreira, Silvio E. (57217863821); Macena, Bruno C.L. (24480225500); Laglbauer, Betty J.L. (56433466300); Sobral, Ana F.L. (56293567700); Afonso, Pedro A. (6604053080); Fontes, Jorge Miguel Rodrigues (7005648731)",57217863821; 24480225500; 56433466300; 56293567700; 6604053080; 7005648731,Sicklefin devilray and common remora prey jointly on baitfish,2020,Environmental Biology of Fishes,103,8,,993,1000,0,7,10.1007/s10641-020-00990-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087719076&doi=10.1007%2Fs10641-020-00990-9&partnerID=40&md5=a92cc62c5cdaf5805dc04e49e4dc48f4,Article,Final,,Scopus,2-s2.0-85087719076
112,"C., Sassa, Chiyuki; A., Takasuka, Akinori","Sassa, Chiyuki (6603060140); Takasuka, Akinori (8886328900)",6603060140; 8886328900,Distribution and feeding of Myctophum orientale juveniles (Teleostei: Myctophidae) on the onshore side of the Kuroshio off Japan,2020,Deep-Sea Research Part I: Oceanographic Research Papers,162,,103318,,,0,6,10.1016/j.dsr.2020.103318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086911354&doi=10.1016%2Fj.dsr.2020.103318&partnerID=40&md5=2c7bf4fad464e65b01d0e3af758bc084,Article,Final,,Scopus,2-s2.0-85086911354
113,"C., Sedran-Price, Cassandra; K., Hartmann, Klaas; T.J., Emery, Timothy J.; E.J., Woehler, Eric J.; C.R., McMahon, Clive Reginald; M.A., Hindell, M. A.","Sedran-Price, Cassandra (57202331899); Hartmann, Klaas (23496482100); Emery, Timothy J. (57206447116); Woehler, Eric J. (55895022100); McMahon, Clive Reginald (7202819359); Hindell, M. A. (7003704772)",57202331899; 23496482100; 57206447116; 55895022100; 7202819359; 7003704772,Climate variability and breeding parameters of a transhemispheric migratory seabird over seven decades,2020,Marine Ecology Progress Series,642,,,191,205,0,17,10.3354/meps13328,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091969993&doi=10.3354%2Fmeps13328&partnerID=40&md5=871d3e872495c0663749ccafd8f4a599,Article,Final,,Scopus,2-s2.0-85091969993
114,"A.V., Gushchin, A. V.","Gushchin, A. V. (55185311100)",55185311100,"Feeding of Cardinalfish Epigonus affinis (Epigonidae) from the Seamount of the Northern Part of the Vavilov Ridge, the Atlantic Ocean",2020,Journal of Ichthyology,60,3,,507,511,0,0,10.1134/S003294522002006X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087560578&doi=10.1134%2FS003294522002006X&partnerID=40&md5=2a8619b9158da47be54a99de96efc078,Article,Final,,Scopus,2-s2.0-85087560578
115,"P., Goulet, Pauline; C.R., Guinet, Christophe R.; C., Campagna, Claudio; J., Campagna, Julieta; P.L., Tyack, Peter L.; M.P., Johnson, Mark P.","Goulet, Pauline (57209008473); Guinet, Christophe R. (7005381471); Campagna, Claudio (7004065609); Campagna, Julieta (57216851295); Tyack, Peter L. (6604011244); Johnson, Mark P. (55723924800)",57209008473; 7005381471; 7004065609; 57216851295; 6604011244; 55723924800,Flash and grab: Deep-diving southern elephant seals trigger anti-predator flashes in bioluminescent prey,2020,Journal of Experimental Biology,223,10,jeb222810,,,0,22,10.1242/jeb.222810,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084965151&doi=10.1242%2Fjeb.222810&partnerID=40&md5=e0ce59e1acd05a979f42da229c878442,Article,Final,All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85084965151
116,"P., Breen, Patricia; E., Pirotta, Enrico; A.L., Allcock, A. Louise; A.W., Bennison, Ashley W.; O.J., Boisseau, Oliver J.; P., Bouch, Paul; A., Hearty, Aisling; M.J., Jessopp, Mark John; A.S., Kavanagh, Ailbhe Sarah; M., Taite, Morag","Breen, Patricia (54789443500); Pirotta, Enrico (49661985400); Allcock, A. Louise (7102795373); Bennison, Ashley W. (56532067100); Boisseau, Oliver J. (6506624969); Bouch, Paul (57200436180); Hearty, Aisling (57215093823); Jessopp, Mark John (6506459557); Kavanagh, Ailbhe Sarah (56985645100); Taite, Morag (57203909184)",54789443500; 49661985400; 7102795373; 56532067100; 6506624969; 57200436180; 57215093823; 6506459557; 56985645100; 57203909184,Insights into the habitat of deep diving odontocetes around a canyon system in the northeast Atlantic ocean from a short multidisciplinary survey,2020,Deep-Sea Research Part I: Oceanographic Research Papers,159,,103236,,,0,9,10.1016/j.dsr.2020.103236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079839214&doi=10.1016%2Fj.dsr.2020.103236&partnerID=40&md5=ffa109b5cb56ab5a94152d05df22876d,Article,Final,,Scopus,2-s2.0-85079839214
117,"K.C., Delord, Karine C.; A., Kato, Akiko; A., Tarroux, Arnaud; F., Orgeret, Florian; C., Cotté, Cédric; Y., Ropert-Coudert, Yan; Y., Chérel, Yves; S., Descamps, Sébastien","Delord, Karine C. (6506656820); Kato, Akiko (7403314052); Tarroux, Arnaud (35727009400); Orgeret, Florian (57190818801); Cotté, Cédric (15838914500); Ropert-Coudert, Yan (59838575600); Chérel, Yves (7006288139); Descamps, Sébastien (22633702300)",6506656820; 7403314052; 35727009400; 57190818801; 15838914500; 59838575600; 7006288139; 22633702300,Antarctic petrels 'on the ice rocks': Wintering strategy of an Antarctic seabird,2020,Royal Society Open Science,7,4,191429,,,0,11,10.1098/rsos.191429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084845624&doi=10.1098%2Frsos.191429&partnerID=40&md5=6d1cd4ce0b2f7d8c05f20a94adf07031,Article,Final,All Open Access; Gold Open Access; Green Final Open Access; Green Open Access,Scopus,2-s2.0-85084845624
118,"R.C., Subramaniam, Roshni C.; S.P., Corney, Stuart P.; K.M., Swadling, Kerrie M.; J., Melbourne-Thomas, Jessica","Subramaniam, Roshni C. (57193341737); Corney, Stuart P. (6603060867); Swadling, Kerrie M. (6603872592); Melbourne-Thomas, Jessica (35956354400)",57193341737; 6603060867; 6603872592; 35956354400,Exploring ecosystem structure and function of the northern Kerguelen Plateau using a mass-balanced food web model,2020,Deep-Sea Research Part II: Topical Studies in Oceanography,174,,104787,,,0,14,10.1016/j.dsr2.2020.104787,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083893335&doi=10.1016%2Fj.dsr2.2020.104787&partnerID=40&md5=5677d614673e11ef7d63ed06bbcb2a20,Article,Final,,Scopus,2-s2.0-85083893335
119,"G., Zhu, Guoping; M., Duan, Mi; L., Wei, Lian; R., Trebilco, Rowan; S., Bestley, Sophie; A., Walters, Andrea","Zhu, Guoping (55240289400); Duan, Mi (57203949142); Wei, Lian (57197150589); Trebilco, Rowan (23983538100); Bestley, Sophie (25229701300); Walters, Andrea (56150700900)",55240289400; 57203949142; 57197150589; 23983538100; 25229701300; 56150700900,Determination and precision of otolith growth zone estimates of Electrona antarctica in the Southern Kerguelen Plateau region in the Indian sector of the Southern Ocean,2020,Deep-Sea Research Part II: Topical Studies in Oceanography,174,,104778,,,0,8,10.1016/j.dsr2.2020.104778,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083496485&doi=10.1016%2Fj.dsr2.2020.104778&partnerID=40&md5=59f8bbc41ee3b30cae9ced8ffa96a5e3,Article,Final,,Scopus,2-s2.0-85083496485
120,"R.P., Martin, Rene P.; M.P., Davis, Matthew P.","Martin, Rene P. (57201451978); Davis, Matthew P. (36542235300)",57201451978; 36542235300,The evolution of specialized dentition in the deep-sea lanternfishes (Myctophiformes),2020,Journal of Morphology,281,4-May,,536,555,0,7,10.1002/jmor.21120,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082739212&doi=10.1002%2Fjmor.21120&partnerID=40&md5=c740295e81fd6a1a4d703288d9467f93,Article,Final,,Scopus,2-s2.0-85082739212
121,"E.J., Portner, Elan J.; U., Markaida, Unai; C.J., Robinson-Mendoza, C. J.; W.F., Gilly, William F.","Portner, Elan J. (55926092100); Markaida, Unai (55898480600); Robinson-Mendoza, C. J. (7403374845); Gilly, William F. (7004245063)",55926092100; 55898480600; 7403374845; 7004245063,"Trophic ecology of Humboldt squid, Dosidicus gigas, in conjunction with body size and climatic variability in the Gulf of California, Mexico",2020,Limnology and Oceanography,65,4,,732,748,0,34,10.1002/lno.11343,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073929541&doi=10.1002%2Flno.11343&partnerID=40&md5=55495970774fadf537b0adad99d103f7,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85073929541
122,"J., Riaz, Javed; A., Walters, Andrea; R., Trebilco, Rowan; S., Bestley, Sophie; M.A., Lea, Mary Anne","Riaz, Javed (57211337639); Walters, Andrea (56150700900); Trebilco, Rowan (23983538100); Bestley, Sophie (25229701300); Lea, Mary Anne (7103051522)",57211337639; 56150700900; 23983538100; 25229701300; 7103051522,Stomach content analysis of mesopelagic fish from the southern Kerguelen Axis,2020,Deep-Sea Research Part II: Topical Studies in Oceanography,174,,104659,,,0,18,10.1016/j.dsr2.2019.104659,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073530438&doi=10.1016%2Fj.dsr2.2019.104659&partnerID=40&md5=b1bb93e638b17c761815903334d5fd31,Article,Final,,Scopus,2-s2.0-85073530438
123,"B.L., Woods, Briannyn L.; A., Walters, Andrea; M.A., Hindell, M. A.; R., Trebilco, Rowan","Woods, Briannyn L. (57211252767); Walters, Andrea (56150700900); Hindell, M. A. (7003704772); Trebilco, Rowan (23983538100)",57211252767; 56150700900; 7003704772; 23983538100,Isotopic insights into mesopelagic niche space and energy pathways on the southern Kerguelen Plateau,2020,Deep-Sea Research Part II: Topical Studies in Oceanography,174,,104657,,,0,11,10.1016/j.dsr2.2019.104657,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073146356&doi=10.1016%2Fj.dsr2.2019.104657&partnerID=40&md5=f4a19bea65cd2ae83b34d751cec9d8ff,Article,Final,,Scopus,2-s2.0-85073146356
124,"L.J., Clarke, Laurence John; R., Trebilco, Rowan; A., Walters, Andrea; A., Polanowski, A.; B.E., Deagle, Bruce E.","Clarke, Laurence John (23484122100); Trebilco, Rowan (23983538100); Walters, Andrea (56150700900); Polanowski, A. (24765294500); Deagle, Bruce E. (57203235783)",23484122100; 23983538100; 56150700900; 24765294500; 57203235783,DNA-based diet analysis of mesopelagic fish from the southern Kerguelen Axis,2020,Deep-Sea Research Part II: Topical Studies in Oceanography,174,,,104494,,0,45,10.1016/j.dsr2.2018.09.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053043037&doi=10.1016%2Fj.dsr2.2018.09.001&partnerID=40&md5=db14137b949fb373b08c4be40c23d8c0,Article,Final,,Scopus,2-s2.0-85053043037
125,"A.D., Klemmedson, Angela D.; C.S., Reiss, Christian S.; M.E., Goebel, Michael E.; R.S., Kaufmann, Ronald S.; E., Dorval, Emmanis; T.B., Linkowski, Tomasz B.; R., Borras-Chavez, Renato","Klemmedson, Angela D. (57213626059); Reiss, Christian S. (7101708474); Goebel, Michael E. (7005827753); Kaufmann, Ronald S. (7201476557); Dorval, Emmanis (8914746900); Linkowski, Tomasz B. (6508146466); Borras-Chavez, Renato (55159671100)",57213626059; 7101708474; 7005827753; 7201476557; 8914746900; 6508146466; 55159671100,Variability in age of a Southern Ocean myctophid (Gymnoscopelus nicholsi) derived from scat-recovered otoliths,2020,Marine Ecology Progress Series,633,,,55,69,0,14,10.3354/meps13176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077912949&doi=10.3354%2Fmeps13176&partnerID=40&md5=453c16112cfaace3c2906faa06677b5a,Article,Final,,Scopus,2-s2.0-85077912949
126,"G., Daudén-Bengoa, Gonzalo; S.P.A.P.A., Jiménez-Rosenberg, Sylvia Patricia Aldeheid Patricia Adelheid; J.C., Compaire, Jesus C.; L., del Pilar Echeverri-García, Laura; P., Pérez-Brunius, Paula; S.Z., Herzka, Sharon Z.","Daudén-Bengoa, Gonzalo (57212212325); Jiménez-Rosenberg, Sylvia Patricia Aldeheid Patricia Adelheid (6508092929); Compaire, Jesus C. (57184356400); del Pilar Echeverri-García, Laura (57212213456); Pérez-Brunius, Paula (6507642571); Herzka, Sharon Z. (6506986974)",57212212325; 6508092929; 57184356400; 57212213456; 6507642571; 6506986974,Larval fish assemblages of myctophids in the deep water region of the southern Gulf of Mexico linked to oceanographic conditions,2020,Deep-Sea Research Part I: Oceanographic Research Papers,155,,103181,,,0,16,10.1016/j.dsr.2019.103181,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076220165&doi=10.1016%2Fj.dsr.2019.103181&partnerID=40&md5=bdbb1db136aef2eae5f19f35cb0301e5,Article,Final,,Scopus,2-s2.0-85076220165
127,"P.C., Escobar-Flores, Pablo Christian; R.L., O’Driscoll, Richard Lyell; J.C., Montgomery, J. C.; Y., Ladroit, Yoann; S., Jendersie, Stefan","Escobar-Flores, Pablo Christian (55861813600); O’Driscoll, Richard Lyell (57201333143); Montgomery, J. C. (7402006380); Ladroit, Yoann (35074364400); Jendersie, Stefan (56523167900)",55861813600; 57201333143; 7402006380; 35074364400; 56523167900,Estimates of density of mesopelagic fish in the Southern Ocean derived from bulk acoustic data collected by ships of opportunity,2020,Polar Biology,43,1,,43,61,0,25,10.1007/s00300-019-02611-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076100987&doi=10.1007%2Fs00300-019-02611-3&partnerID=40&md5=16971745a162fb182bc5a8edb5500635,Article,Final,,Scopus,2-s2.0-85076100987
128,"A., Gallet, Alison; P., Koubbi, Philippe; N., Léger, Nelly; M., Scheifler, Mathilde; M., Ruiz-Rodríguez, Magdalena; M.T., Suzuki, Marcelino T.; Y., Desdevises, Yves; S., Duperron, Seb́astien","Gallet, Alison (57204142067); Koubbi, Philippe (56087737900); Léger, Nelly (8399652500); Scheifler, Mathilde (57210962010); Ruiz-Rodríguez, Magdalena (14016588400); Suzuki, Marcelino T. (8333472300); Desdevises, Yves (6601955108); Duperron, Seb́astien (23484743400)",57204142067; 56087737900; 8399652500; 57210962010; 14016588400; 8333472300; 6601955108; 23484743400,"Low-diversity bacterial microbiota in Southern Ocean representatives of lanternfish genera Electrona, Protomyctophum and Gymnoscopelus (family Myctophidae)",2019,PLOS ONE,14,12,e0226159,,,0,12,10.1371/journal.pone.0226159,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076413822&doi=10.1371%2Fjournal.pone.0226159&partnerID=40&md5=6d5c13b5c6191f5fa915698832a903c4,Article,Final,All Open Access; Gold Open Access; Green Final Open Access; Green Open Access,Scopus,2-s2.0-85076413822
